symbol,open_price,open_gt_prev_close,gbc-cls_bigmove,gbc-cls_up,logreg-cls_bigmove,logreg-cls_up,rf_cls-cls_bigmove,rf_cls-cls_up,rf_reg-reg_open_next,rf_reg-reg_ret_next,ridge-reg_open_next,ridge-reg_ret_next
AAPL,271.01,False,0.7037628566573859,0.29341784318919883,0.5803280976283219,0.4602960692948746,0.5160121563527365,0.2970119268663433,186.6867750000003,-0.002044778483087834,272.13498114909385,0.0004936659442880212
